year,component,cartype,temperature,lower_p_bound,upper_p_bound,lambda,M_tot
2019,CO2e,Gasoline,average,0,1,2.139826957,12.15122321
2019,CO2e,PHEV,average,0,1,2.209442,2.346683943
2019,CO2e,Diesel,average,1,2,0.337796556,40.38012593
2019,CO2e,Gasoline,average,1,2,1.037597278,39.66060527
2019,CO2e,PHEV,average,1,2,1.059270395,7.717942709
2019,CO2e,Diesel,average,2,3,0.28695802,69.38035883
2019,CO2e,Gasoline,average,2,3,0.864704129,66.78326429
2019,CO2e,PHEV,average,2,3,0.879971004,13.09159765
2019,CO2e,Diesel,average,3,4,0.277416119,97.64177196
2019,CO2e,Gasoline,average,3,4,0.809095379,94.31741523
2019,CO2e,PHEV,average,3,4,0.827245655,18.49612995
2019,CO2e,Diesel,average,4,5,0.272919904,125.8608886
2019,CO2e,Gasoline,average,4,5,0.775216355,122.2287255
2019,CO2e,PHEV,average,4,5,0.79620976,23.9542299
2019,CO2e,Diesel,average,5,6,0.272760747,153.8597626
2019,CO2e,Gasoline,average,5,6,0.756611461,150.379763
2019,CO2e,PHEV,average,5,6,0.781029287,29.42583655
2019,CO2e,Diesel,average,6,7,0.272653386,181.857182
2019,CO2e,Gasoline,average,6,7,0.743605986,178.6039512
2019,CO2e,PHEV,average,6,7,0.770434346,34.90637799
2019,CO2e,Diesel,average,7,8,0.272568466,209.8588036
2019,CO2e,Gasoline,average,7,8,0.733989884,206.8773078
2019,CO2e,PHEV,average,7,8,0.76261898,40.39257021
2019,CO2e,Diesel,average,8,9,0.272510244,237.8554433
2019,CO2e,Gasoline,average,8,9,0.726602443,235.1817374
2019,CO2e,PHEV,average,8,9,0.756622824,45.88239345
2019,CO2e,Diesel,average,9,10,0.272462109,265.8534617
2019,CO2e,Gasoline,average,9,10,0.720744134,263.509672
2019,CO2e,PHEV,average,9,10,0.751868581,51.375071
2019,CO2e,Diesel,average,10,11,0.27242752,293.8477387
2019,CO2e,Gasoline,average,10,11,0.715987614,291.853795
2019,CO2e,PHEV,average,10,11,0.748008502,56.86972933
2019,CO2e,Diesel,average,11,12,0.272391344,321.8505218
2019,CO2e,Gasoline,average,11,12,0.712039396,320.213215
2019,CO2e,PHEV,average,11,12,0.744814925,62.36580308
2019,CO2e,Diesel,average,12,1000,0.272380341,335.9802626
2019,CO2e,Gasoline,average,12,1000,0.710286987,334.5329232
2019,CO2e,PHEV,average,12,1000,0.743396015,65.14074295
2019,FC,Diesel,average,0,1,1.018069366,2.867563731
2019,FC,Gasoline,average,0,1,1.949387314,3.591717032
2019,FC,PHEV,average,0,1,2.051694408,0.703294554
2019,FC,Diesel,average,1,2,0.335147034,12.85264529
2019,FC,Gasoline,average,1,2,0.815039818,13.00298895
2019,FC,PHEV,average,1,2,0.877680164,2.501872073
2019,FC,Diesel,average,2,3,0.285268862,22.06779732
2019,FC,Gasoline,average,2,3,0.675894448,22.66679128
2019,FC,PHEV,average,2,3,0.726646622,4.361630172
2019,FC,Diesel,average,3,4,0.27608987,31.04539054
2019,FC,Gasoline,average,3,4,0.650033688,32.02330426
2019,FC,PHEV,average,3,4,0.698350373,6.164216909
2019,FC,Diesel,average,4,5,0.271817363,40.007998
2019,FC,Gasoline,average,4,5,0.638009511,41.35521861
2019,FC,PHEV,average,4,5,0.685195216,7.961992875
2019,FC,Diesel,average,5,6,0.271813322,48.89924316
2019,FC,Gasoline,average,5,6,0.638011653,50.54510954
2019,FC,PHEV,average,5,6,0.685196026,9.731316259
2019,FC,Diesel,average,6,7,0.271848679,57.78405013
2019,FC,Gasoline,average,6,7,0.638011749,59.73512025
2019,FC,PHEV,average,6,7,0.685195934,11.50064817
2019,FC,Diesel,average,7,8,0.271838936,66.6758439
2019,FC,Gasoline,average,7,8,0.638011809,68.9251394
2019,FC,PHEV,average,7,8,0.685195866,13.26997892
2019,FC,Diesel,average,8,9,0.271827595,75.56847125
2019,FC,Gasoline,average,8,9,0.638012169,78.1151294
2019,FC,PHEV,average,8,9,0.685194491,15.03933219
2019,FC,Diesel,average,9,10,0.271813117,84.46231247
2019,FC,Gasoline,average,9,10,0.638003369,87.30596131
2019,FC,PHEV,average,9,10,0.685195548,16.80864619
2019,FC,Diesel,average,10,11,0.271849855,93.34316416
2019,FC,Gasoline,average,10,11,0.638002692,96.49615626
2019,FC,PHEV,average,10,11,0.685196182,18.57796532
2019,FC,Diesel,average,11,12,0.271839909,102.2360222
2019,FC,Gasoline,average,11,12,0.638007111,105.6858218
2019,FC,PHEV,average,11,12,0.685195364,20.34731176
2019,FC,Diesel,average,12,1000,0.271811296,106.7323796
2019,FC,Gasoline,average,12,1000,0.638007161,110.3249768
2019,FC,PHEV,average,12,1000,0.685195275,21.24047187
2019,FC_MJ,Diesel,average,0,1,1.018068984,0.123190565
2019,FC_MJ,Gasoline,average,0,1,1.949387431,0.156393985
2019,FC_MJ,PHEV,average,0,1,2.051689319,0.030623579
2019,FC_MJ,Diesel,average,1,2,0.335148689,0.552147429
2019,FC_MJ,Gasoline,average,1,2,0.815041327,0.566188531
2019,FC_MJ,PHEV,average,1,2,0.877683245,0.108938805
2019,FC_MJ,Diesel,average,2,3,0.28526553,0.948041451
2019,FC_MJ,Gasoline,average,2,3,0.67589369,0.986979981
2019,FC_MJ,PHEV,average,2,3,0.726645618,0.189918562
2019,FC_MJ,Diesel,average,3,4,0.276085884,1.333725759
2019,FC_MJ,Gasoline,average,3,4,0.650024345,1.394402967
2019,FC_MJ,PHEV,average,3,4,0.698351352,0.268408298
2019,FC_MJ,Diesel,average,4,5,0.271814753,1.718756494
2019,FC_MJ,Gasoline,average,4,5,0.638002781,1.800741796
2019,FC_MJ,PHEV,average,4,5,0.685195817,0.346688839
2019,FC_MJ,Diesel,average,5,6,0.271810714,2.100720961
2019,FC_MJ,Gasoline,average,5,6,0.638012221,2.200885314
2019,FC_MJ,PHEV,average,5,6,0.685196008,0.423730704
2019,FC_MJ,Diesel,average,6,7,0.271815299,2.482643953
2019,FC_MJ,Gasoline,average,6,7,0.638008319,2.601054667
2019,FC_MJ,PHEV,average,6,7,0.68519603,0.500772656
2019,FC_MJ,Diesel,average,7,8,0.271809884,2.864630578
2019,FC_MJ,Gasoline,average,7,8,0.638012143,3.00120698
2019,FC_MJ,PHEV,average,7,8,0.685195916,0.577814691
2019,FC_MJ,Diesel,average,8,9,0.271842143,3.246282104
2019,FC_MJ,Gasoline,average,8,9,0.638002888,3.401400414
2019,FC_MJ,PHEV,average,8,9,0.685195501,0.654856915
2019,FC_MJ,Diesel,average,9,10,0.271837548,3.628247361
2019,FC_MJ,Gasoline,average,9,10,0.638008619,3.801544328
2019,FC_MJ,PHEV,average,9,10,0.685196206,0.731898407
2019,FC_MJ,Diesel,average,10,11,0.271810592,4.010470279
2019,FC_MJ,Gasoline,average,10,11,0.638010045,4.201696708
2019,FC_MJ,PHEV,average,10,11,0.685195259,0.808941089
2019,FC_MJ,Diesel,average,11,12,0.271809194,4.392439823
2019,FC_MJ,Gasoline,average,11,12,0.638009828,4.601864903
2019,FC_MJ,PHEV,average,11,12,0.685195872,0.885982549
2019,FC_MJ,Diesel,average,12,1000,0.271814049,4.585195636
2019,FC_MJ,Gasoline,average,12,1000,0.638008963,4.803864579
2019,FC_MJ,PHEV,average,12,1000,0.685195965,0.924873308
2019,HC,Diesel,average,0,1,2.665815989,0.037505584
2019,HC,Gasoline,average,0,1,9.421397594,0.682031512
2019,HC,PHEV,average,0,1,20,0.108258328
2019,HC,Diesel,average,1,2,1.116407593,0.113084109
2019,HC,Gasoline,average,1,2,8.904415678,1.718388796
2019,HC,PHEV,average,1,2,20,0.273529629
2019,HC,Diesel,average,2,3,0.875285857,0.155170839
2019,HC,Gasoline,average,2,3,8.923018,2.176950664
2019,HC,PHEV,average,2,3,20,0.347024569
2019,HC,Diesel,average,3,4,0.83629359,0.179817379
2019,HC,Gasoline,average,3,4,8.895878206,2.488710405
2019,HC,PHEV,average,3,4,20,0.396849163
2019,HC,Diesel,average,4,5,0.818247393,0.197255169
2019,HC,Gasoline,average,4,5,8.876373588,2.712468863
2019,HC,PHEV,average,4,5,20,0.432597473
2019,HC,Diesel,average,5,6,0.818249802,0.207136882
2019,HC,Gasoline,average,5,6,8.876336825,2.848357677
2019,HC,PHEV,average,5,6,20,0.454269588
2019,HC,Diesel,average,6,7,0.818251892,0.217018438
2019,HC,Gasoline,average,6,7,8.876356819,2.984245539
2019,HC,PHEV,average,6,7,20,0.475941718
2019,HC,Diesel,average,7,8,0.81824683,0.226901234
2019,HC,Gasoline,average,7,8,8.876362619,3.120134115
2019,HC,PHEV,average,7,8,20,0.497613848
2019,HC,Diesel,average,8,9,0.818247976,0.236783183
2019,HC,Gasoline,average,8,9,8.876343142,3.256022692
2019,HC,PHEV,average,8,9,20,0.519285993
2019,HC,Diesel,average,9,10,0.818250728,0.246664714
2019,HC,Gasoline,average,9,10,8.876372404,3.391910553
2019,HC,PHEV,average,9,10,20,0.540958078
2019,HC,Diesel,average,10,11,0.818249396,0.256546784
2019,HC,Gasoline,average,10,11,8.876376934,3.527799129
2019,HC,PHEV,average,10,11,20,0.562630222
2019,HC,Diesel,average,11,12,0.818246703,0.266429415
2019,HC,Gasoline,average,11,12,8.876369957,3.663687468
2019,HC,PHEV,average,11,12,20,0.584302367
2019,HC,Diesel,average,12,1000,0.818248527,0.271370125
2019,HC,Gasoline,average,12,1000,8.876366723,3.731631756
2019,HC,PHEV,average,12,1000,20,0.59513844
2019,NMHC,Diesel,average,0,1,2.665816581,0.036605465
2019,NMHC,Gasoline,average,0,1,9.536797726,0.643850446
2019,NMHC,PHEV,average,0,1,20,0.102336599
2019,NMHC,Diesel,average,1,2,1.116410004,0.110370003
2019,NMHC,Gasoline,average,1,2,9.019999008,1.622447968
2019,NMHC,PHEV,average,1,2,20,0.25856754
2019,NMHC,Diesel,average,2,3,0.875285593,0.151446766
2019,NMHC,Gasoline,average,2,3,9.035889446,2.055572271
2019,NMHC,PHEV,average,2,3,20,0.328042324
2019,NMHC,Diesel,average,3,4,0.836294537,0.17550166
2019,NMHC,Gasoline,average,3,4,9.005480191,2.349995816
2019,NMHC,PHEV,average,3,4,20,0.375141524
2019,NMHC,Diesel,average,4,5,0.818249755,0.192520691
2019,NMHC,Gasoline,average,4,5,8.984323885,2.561306826
2019,NMHC,PHEV,average,4,5,20,0.408934384
2019,NMHC,Diesel,average,5,6,0.818247616,0.202165881
2019,NMHC,Gasoline,average,5,6,8.984349482,2.689622139
2019,NMHC,PHEV,average,5,6,20,0.42942104
2019,NMHC,Diesel,average,6,7,0.818249653,0.211810458
2019,NMHC,Gasoline,average,6,7,8.984326341,2.817937945
2019,NMHC,PHEV,average,6,7,20,0.449907695
2019,NMHC,Diesel,average,7,8,0.818252305,0.221454835
2019,NMHC,Gasoline,average,7,8,8.984323297,2.946253346
2019,NMHC,PHEV,average,7,8,20,0.470394352
2019,NMHC,Diesel,average,8,9,0.818251551,0.231099804
2019,NMHC,Gasoline,average,8,9,8.984317604,3.074568903
2019,NMHC,PHEV,average,8,9,20,0.490881022
2019,NMHC,Diesel,average,9,10,0.818250984,0.240744641
2019,NMHC,Gasoline,average,9,10,8.984325287,3.202884466
2019,NMHC,PHEV,average,9,10,20,0.511367693
2019,NMHC,Diesel,average,10,11,0.818249855,0.250389785
2019,NMHC,Gasoline,average,10,11,8.984344712,3.331199795
2019,NMHC,PHEV,average,10,11,20,0.531854334
2019,NMHC,Diesel,average,11,12,0.818250348,0.260034341
2019,NMHC,Gasoline,average,11,12,8.984326782,3.45951511
2019,NMHC,PHEV,average,11,12,20,0.552341005
2019,NMHC,Diesel,average,12,1000,0.818246853,0.264857413
2019,NMHC,Gasoline,average,12,1000,8.984323403,3.5236729
2019,NMHC,PHEV,average,12,1000,20,0.562584266
2019,NO2,Diesel,average,0,1,0.941233492,0.090392945
2019,NO2,Gasoline,average,0,1,2.093676682,0.009264426
2019,NO2,PHEV,average,0,1,3.556057093,0.003096548
2019,NO2,Diesel,average,1,2,0.481671365,0.231944737
2019,NO2,Gasoline,average,1,2,1.68883229,0.017314246
2019,NO2,PHEV,average,1,2,2.419002396,0.006216532
2019,NO2,Diesel,average,2,3,0.41666766,0.282076492
2019,NO2,Gasoline,average,2,3,1.517529169,0.01832505
2019,NO2,PHEV,average,2,3,2.077718036,0.006704653
2019,NO2,Diesel,average,3,4,0.41666766,0.282076492
2019,NO2,Gasoline,average,3,4,1.517528771,0.018983693
2019,NO2,PHEV,average,3,4,2.077717362,0.006945634
2019,NO2,Diesel,average,4,5,0.418410107,0.281844483
2019,NO2,Gasoline,average,4,5,1.522499879,0.019012985
2019,NO2,PHEV,average,4,5,2.086984737,0.006952836
2019,NO2,Diesel,average,5,6,0.421934286,0.281377435
2019,NO2,Gasoline,average,5,6,1.532535334,0.018413135
2019,NO2,PHEV,average,5,6,2.105798782,0.00672658
2019,NO2,Diesel,average,6,7,0.425519243,0.280904357
2019,NO2,Gasoline,average,6,7,1.542653756,0.017813503
2019,NO2,PHEV,average,6,7,2.12490135,0.006500758
2019,NO2,Diesel,average,7,8,0.429165157,0.280425983
2019,NO2,Gasoline,average,7,8,1.552855722,0.017214056
2019,NO2,PHEV,average,7,8,2.144292631,0.006275374
2019,NO2,Diesel,average,8,9,0.432873856,0.279941911
2019,NO2,Gasoline,average,8,9,1.563139826,0.016614767
2019,NO2,PHEV,average,8,9,2.164008659,0.006050403
2019,NO2,Diesel,average,9,10,0.436652868,0.279448791
2019,NO2,Gasoline,average,9,10,1.57351678,0.016015553
2019,NO2,PHEV,average,9,10,2.184046269,0.005825854
2019,NO2,Diesel,average,10,11,0.440489352,0.278954678
2019,NO2,Gasoline,average,10,11,1.583987352,0.015416421
2019,NO2,PHEV,average,10,11,2.204417044,0.005601716
2019,NO2,Diesel,average,11,12,0.444432625,0.278437078
2019,NO2,Gasoline,average,11,12,1.594543973,0.01481735
2019,NO2,PHEV,average,11,12,2.225138784,0.005377978
2019,NO2,Diesel,average,12,1000,0.446421259,0.27817856
2019,NO2,Gasoline,average,12,1000,1.599881303,0.014517839
2019,NO2,PHEV,average,12,1000,2.235674515,0.005266264
2019,NOx,Diesel,average,0,1,0.955526117,0.104323023
2019,NOx,Gasoline,average,0,1,3.259364316,0.267868951
2019,NOx,PHEV,average,0,1,3.556059154,0.061930948
2019,NOx,Diesel,average,1,2,0.488303908,0.267791129
2019,NOx,Gasoline,average,1,2,2.177193929,0.542560807
2019,NOx,PHEV,average,1,2,2.4190035,0.124330621
2019,NOx,Diesel,average,2,3,0.422184475,0.325790903
2019,NOx,Gasoline,average,2,3,1.862043509,0.587770533
2019,NOx,PHEV,average,2,3,2.077718262,0.134093053
2019,NOx,Diesel,average,3,4,0.422184475,0.325790903
2019,NOx,Gasoline,average,3,4,1.86204294,0.60889586
2019,NOx,PHEV,average,3,4,2.077717911,0.138912659
2019,NOx,Diesel,average,4,5,0.424001715,0.325494301
2019,NOx,Gasoline,average,4,5,1.870463768,0.609463754
2019,NOx,PHEV,average,4,5,2.086984011,0.139056721
2019,NOx,Diesel,average,5,6,0.427580078,0.324951682
2019,NOx,Gasoline,average,5,6,1.887573971,0.589504778
2019,NOx,PHEV,average,5,6,2.105798555,0.134531604
2019,NOx,Diesel,average,6,7,0.431224605,0.324398768
2019,NOx,Gasoline,average,6,7,1.904975535,0.569588105
2019,NOx,PHEV,average,6,7,2.124901659,0.130015157
2019,NOx,Diesel,average,7,8,0.434929606,0.323841128
2019,NOx,Gasoline,average,7,8,1.922675111,0.549714413
2019,NOx,PHEV,average,7,8,2.144292906,0.125507477
2019,NOx,Diesel,average,8,9,0.438693849,0.323279496
2019,NOx,Gasoline,average,8,9,1.940669778,0.529884348
2019,NOx,PHEV,average,8,9,2.164007915,0.121008062
2019,NOx,Diesel,average,9,10,0.442507834,0.322719463
2019,NOx,Gasoline,average,9,10,1.958992928,0.510096479
2019,NOx,PHEV,average,9,10,2.184045126,0.116517095
2019,NOx,Diesel,average,10,11,0.446439904,0.322124381
2019,NOx,Gasoline,average,10,11,1.977649739,0.490350669
2019,NOx,PHEV,average,10,11,2.204418102,0.112034312
2019,NOx,Diesel,average,11,12,0.450415897,0.321536356
2019,NOx,Gasoline,average,11,12,1.996634874,0.47064801
2019,NOx,PHEV,average,11,12,2.22514139,0.107559511
2019,NOx,Diesel,average,12,1000,0.45242672,0.321240784
2019,NOx,Gasoline,average,12,1000,2.006296785,0.460812793
2019,NOx,PHEV,average,12,1000,2.235675695,0.105325246
2019,Pb,Gasoline,average,0,1,1.949391625,3.57735E-06
2019,Pb,PHEV,average,0,1,2.051689152,7.00482E-07
2019,Pb,Gasoline,average,1,2,0.815041739,1.2951E-05
2019,Pb,PHEV,average,1,2,0.877679249,2.49187E-06
2019,Pb,Gasoline,average,2,3,0.675891329,2.25762E-05
2019,Pb,PHEV,average,2,3,0.726660314,4.34413E-06
2019,Pb,Gasoline,average,3,4,0.650032721,3.18953E-05
2019,Pb,PHEV,average,3,4,0.698353861,6.13954E-06
2019,Pb,Gasoline,average,4,5,0.638009326,4.11897E-05
2019,Pb,PHEV,average,4,5,0.68519094,7.93018E-06
2019,Pb,Gasoline,average,5,6,0.638012227,5.03429E-05
2019,Pb,PHEV,average,5,6,0.685196724,9.69238E-06
2019,Pb,Gasoline,average,6,7,0.638001591,5.94968E-05
2019,Pb,PHEV,average,6,7,0.685196276,1.14546E-05
2019,Pb,Gasoline,average,7,8,0.637999945,6.86503E-05
2019,Pb,PHEV,average,7,8,0.685196169,1.32169E-05
2019,Pb,Gasoline,average,8,9,0.638013371,7.78027E-05
2019,Pb,PHEV,average,8,9,0.685194757,1.49792E-05
2019,Pb,Gasoline,average,9,10,0.638005897,8.69565E-05
2019,Pb,PHEV,average,9,10,0.685200412,1.67413E-05
2019,Pb,Gasoline,average,10,11,0.638002052,9.61101E-05
2019,Pb,PHEV,average,10,11,0.685206884,1.85034E-05
2019,Pb,Gasoline,average,11,12,0.638004598,0.000105263
2019,Pb,PHEV,average,11,12,0.68518726,2.02661E-05
2019,Pb,Gasoline,average,12,1000,0.638003685,0.000109884
2019,Pb,PHEV,average,12,1000,0.685187188,2.11557E-05
2019,PM2.5,Diesel,average,0,1,1.370841692,0.002354573
2019,PM2.5,Diesel,average,1,2,0.729072689,0.006744402
2019,PM2.5,Diesel,average,2,3,0.574324262,0.009151329
2019,PM2.5,Diesel,average,3,4,0.56002014,0.010528232
2019,PM2.5,Diesel,average,4,5,0.561943859,0.011467256
2019,PM2.5,Diesel,average,5,6,0.580099555,0.011950561
2019,PM2.5,Diesel,average,6,7,0.599468312,0.012421137
2019,PM2.5,Diesel,average,7,8,0.620202587,0.012877833
2019,PM2.5,Diesel,average,8,9,0.642457007,0.013319597
2019,PM2.5,Diesel,average,9,10,0.666392424,0.013745594
2019,PM2.5,Diesel,average,10,11,0.692218562,0.014154519
2019,PM2.5,Diesel,average,11,12,0.72017953,0.01454503
2019,PM2.5,Diesel,average,12,1000,0.734876074,0.014734518
2019,PN,Diesel,average,0,1,1.287609296,9.73232E+11
2019,PN,Diesel,average,1,2,0.679421263,2.81022E+12
2019,PN,Diesel,average,2,3,0.538311532,3.79907E+12
2019,PN,Diesel,average,3,4,0.525165155,4.36921E+12
2019,PN,Diesel,average,4,5,0.526938696,4.75911E+12
2019,PN,Diesel,average,5,6,0.543607356,4.96184E+12
2019,PN,Diesel,average,6,7,0.561370994,5.15957E+12
2019,PN,Diesel,average,7,8,0.58037566,5.35173E+12
2019,PN,Diesel,average,8,9,0.600707512,5.53824E+12
2019,PN,Diesel,average,9,10,0.622552129,5.71848E+12
2019,PN,Diesel,average,10,11,0.64607822,5.89202E+12
2019,PN,Diesel,average,11,12,0.671486984,6.05836E+12
2019,PN,Diesel,average,12,1000,0.684816243,6.13929E+12
2019,SO2,Diesel,average,0,1,1.018072417,1.14702E-05
2019,SO2,Gasoline,average,0,1,1.949380958,6.663E-05
2019,SO2,PHEV,average,0,1,2.051706147,1.30468E-05
2019,SO2,Diesel,average,1,2,0.335151366,5.141E-05
2019,SO2,Gasoline,average,1,2,0.815037801,0.000241219
2019,SO2,PHEV,average,1,2,0.87768162,4.64122E-05
2019,SO2,Diesel,average,2,3,0.285271635,8.82693E-05
2019,SO2,Gasoline,average,2,3,0.675888004,0.000420494
2019,SO2,PHEV,average,2,3,0.726645771,8.09127E-05
2019,SO2,Diesel,average,3,4,0.27608937,0.000124182
2019,SO2,Gasoline,average,3,4,0.65003695,0.000594062
2019,SO2,PHEV,average,3,4,0.69834782,0.000114353
2019,SO2,Diesel,average,4,5,0.271835522,0.000160024
2019,SO2,Gasoline,average,4,5,0.638017688,0.000767174
2019,SO2,PHEV,average,4,5,0.685195335,0.000147703
2019,SO2,Diesel,average,5,6,0.271814943,0.000195596
2019,SO2,Gasoline,average,5,6,0.638006864,0.000937667
2019,SO2,PHEV,average,5,6,0.685209231,0.000180523
2019,SO2,Diesel,average,6,7,0.271846532,0.000231138
2019,SO2,Gasoline,average,6,7,0.638009258,0.00110815
2019,SO2,PHEV,average,6,7,0.685204208,0.000213346
2019,SO2,Diesel,average,7,8,0.271820887,0.000266718
2019,SO2,Gasoline,average,7,8,0.638010851,0.001278633
2019,SO2,PHEV,average,7,8,0.685204603,0.000246169
2019,SO2,Diesel,average,8,9,0.271816533,0.000302281
2019,SO2,Gasoline,average,8,9,0.638011157,0.001449116
2019,SO2,PHEV,average,8,9,0.685201156,0.000278992
2019,SO2,Diesel,average,9,10,0.271810855,0.000337851
2019,SO2,Gasoline,average,9,10,0.638007428,0.001619605
2019,SO2,PHEV,average,9,10,0.685201857,0.000311815
2019,SO2,Diesel,average,10,11,0.271835694,0.000373387
2019,SO2,Gasoline,average,10,11,0.638003286,0.001790099
2019,SO2,PHEV,average,10,11,0.685200675,0.000344638
2019,SO2,Diesel,average,11,12,0.271809528,0.000408979
2019,SO2,Gasoline,average,11,12,0.638003998,0.001960583
2019,SO2,PHEV,average,11,12,0.685194104,0.000377463
2019,SO2,Diesel,average,12,1000,0.271834621,0.000426902
