zone_id,mn_code,municipality
711401,114,Upplands Väsby
711402,114,Upplands Väsby
711403,114,Upplands Väsby
711404,114,Upplands Väsby
711405,114,Upplands Väsby
711406,114,Upplands Väsby
711407,114,Upplands Väsby
711408,114,Upplands Väsby
711409,114,Upplands Väsby
711410,114,Upplands Väsby
711411,114,Upplands Väsby
711412,114,Upplands Väsby
711413,114,Upplands Väsby
711414,114,Upplands Väsby
711416,114,Upplands Väsby
711417,114,Upplands Väsby
711418,114,Upplands Väsby
711419,114,Upplands Väsby
711420,114,Upplands Väsby
711421,114,Upplands Väsby
711422,114,Upplands Väsby
711423,114,Upplands Väsby
711424,114,Upplands Väsby
711425,114,Upplands Väsby
711426,114,Upplands Väsby
711427,114,Upplands Väsby
711428,114,Upplands Väsby
711429,114,Upplands Väsby
711501,115,Vallentuna
711502,115,Vallentuna
711503,115,Vallentuna
711504,115,Vallentuna
711505,115,Vallentuna
711506,115,Vallentuna
711507,115,Vallentuna
711508,115,Vallentuna
711509,115,Vallentuna
711510,115,Vallentuna
711511,115,Vallentuna
711512,115,Vallentuna
711513,115,Vallentuna
711514,115,Vallentuna
711515,115,Vallentuna
711516,115,Vallentuna
711517,115,Vallentuna
711518,115,Vallentuna
711519,115,Vallentuna
711520,115,Vallentuna
711521,115,Vallentuna
711522,115,Vallentuna
711523,115,Vallentuna
711524,115,Vallentuna
711525,115,Vallentuna
711526,115,Vallentuna
711527,115,Vallentuna
711716,117,Österåker
711717,117,Österåker
711720,117,Österåker
711701,117,Österåker
711702,117,Österåker
711703,117,Österåker
711704,117,Österåker
711705,117,Österåker
711706,117,Österåker
711707,117,Österåker
711708,117,Österåker
711709,117,Österåker
711710,117,Österåker
711711,117,Österåker
711712,117,Österåker
711713,117,Österåker
711714,117,Österåker
711715,117,Österåker
711721,117,Österåker
711722,117,Österåker
711724,117,Österåker
711725,117,Österåker
711726,117,Österåker
712001,120,Värmdö
712002,120,Värmdö
712003,120,Värmdö
712005,120,Värmdö
712006,120,Värmdö
712007,120,Värmdö
712008,120,Värmdö
712009,120,Värmdö
712010,120,Värmdö
712011,120,Värmdö
712012,120,Värmdö
712015,120,Värmdö
712019,120,Värmdö
712022,120,Värmdö
712023,120,Värmdö
712024,120,Värmdö
712025,120,Värmdö
712026,120,Värmdö
712027,120,Värmdö
712028,120,Värmdö
712029,120,Värmdö
712030,120,Värmdö
712301,123,Järfälla
712303,123,Järfälla
712304,123,Järfälla
712305,123,Järfälla
712314,123,Järfälla
712315,123,Järfälla
712319,123,Järfälla
712331,123,Järfälla
712333,123,Järfälla
712334,123,Järfälla
712306,123,Järfälla
712307,123,Järfälla
712308,123,Järfälla
712309,123,Järfälla
712310,123,Järfälla
712311,123,Järfälla
712312,123,Järfälla
712313,123,Järfälla
712316,123,Järfälla
712317,123,Järfälla
712318,123,Järfälla
712330,123,Järfälla
712335,123,Järfälla
712336,123,Järfälla
712320,123,Järfälla
712321,123,Järfälla
712322,123,Järfälla
712323,123,Järfälla
712324,123,Järfälla
712325,123,Järfälla
712326,123,Järfälla
712327,123,Järfälla
712329,123,Järfälla
712503,125,Ekerö
712505,125,Ekerö
712506,125,Ekerö
712507,125,Ekerö
712508,125,Ekerö
712512,125,Ekerö
712513,125,Ekerö
712514,125,Ekerö
712515,125,Ekerö
712517,125,Ekerö
712502,125,Ekerö
712504,125,Ekerö
712516,125,Ekerö
712603,126,Huddinge
712604,126,Huddinge
712605,126,Huddinge
712606,126,Huddinge
712607,126,Huddinge
712615,126,Huddinge
712617,126,Huddinge
712618,126,Huddinge
712621,126,Huddinge
712636,126,Huddinge
712637,126,Huddinge
712638,126,Huddinge
712639,126,Huddinge
712640,126,Huddinge
710445,126,Huddinge
710447,126,Huddinge
712626,126,Huddinge
712628,126,Huddinge
710338,126,Huddinge
710339,126,Huddinge
710340,126,Huddinge
710369,126,Huddinge
712601,126,Huddinge
712602,126,Huddinge
712608,126,Huddinge
712609,126,Huddinge
712610,126,Huddinge
712611,126,Huddinge
712612,126,Huddinge
712614,126,Huddinge
712616,126,Huddinge
712619,126,Huddinge
712620,126,Huddinge
712622,126,Huddinge
712632,126,Huddinge
712633,126,Huddinge
712634,126,Huddinge
712635,126,Huddinge
712613,126,Huddinge
712623,126,Huddinge
712624,126,Huddinge
712627,126,Huddinge
712630,126,Huddinge
712631,126,Huddinge
712719,127,Botkyrka
712720,127,Botkyrka
712721,127,Botkyrka
712722,127,Botkyrka
712723,127,Botkyrka
712724,127,Botkyrka
712727,127,Botkyrka
712728,127,Botkyrka
712729,127,Botkyrka
712730,127,Botkyrka
712731,127,Botkyrka
712732,127,Botkyrka
712733,127,Botkyrka
712734,127,Botkyrka
712735,127,Botkyrka
712736,127,Botkyrka
712737,127,Botkyrka
712738,127,Botkyrka
712739,127,Botkyrka
712701,127,Botkyrka
712702,127,Botkyrka
712703,127,Botkyrka
712704,127,Botkyrka
712705,127,Botkyrka
712706,127,Botkyrka
712707,127,Botkyrka
712708,127,Botkyrka
712709,127,Botkyrka
712710,127,Botkyrka
712711,127,Botkyrka
712712,127,Botkyrka
712713,127,Botkyrka
712714,127,Botkyrka
712715,127,Botkyrka
712716,127,Botkyrka
712717,127,Botkyrka
712718,127,Botkyrka
712740,127,Botkyrka
712741,127,Botkyrka
712742,127,Botkyrka
712743,127,Botkyrka
712744,127,Botkyrka
712745,127,Botkyrka
712746,127,Botkyrka
712747,127,Botkyrka
712748,127,Botkyrka
712749,127,Botkyrka
712802,127,Botkyrka
712803,127,Botkyrka
712890,127,Botkyrka
712806,128,Salem
712801,128,Salem
712804,128,Salem
712805,128,Salem
712810,128,Salem
712811,128,Salem
712870,128,Salem
712880,128,Salem
713627,136,Haninge
713628,136,Haninge
713601,136,Haninge
713602,136,Haninge
713603,136,Haninge
713604,136,Haninge
713605,136,Haninge
713606,136,Haninge
713607,136,Haninge
713608,136,Haninge
713609,136,Haninge
713610,136,Haninge
713611,136,Haninge
713612,136,Haninge
713613,136,Haninge
713614,136,Haninge
713615,136,Haninge
713616,136,Haninge
713617,136,Haninge
713618,136,Haninge
713619,136,Haninge
713620,136,Haninge
713621,136,Haninge
713622,136,Haninge
713623,136,Haninge
713624,136,Haninge
713632,136,Haninge
713633,136,Haninge
713634,136,Haninge
713635,136,Haninge
713636,136,Haninge
713637,136,Haninge
713639,136,Haninge
713640,136,Haninge
713641,136,Haninge
713642,136,Haninge
713643,136,Haninge
713644,136,Haninge
713829,136,Haninge
713801,138,Tyresö
713802,138,Tyresö
713803,138,Tyresö
713804,138,Tyresö
713805,138,Tyresö
713806,138,Tyresö
713807,138,Tyresö
713808,138,Tyresö
713809,138,Tyresö
713810,138,Tyresö
713811,138,Tyresö
713812,138,Tyresö
713813,138,Tyresö
713815,138,Tyresö
713816,138,Tyresö
713817,138,Tyresö
713818,138,Tyresö
713819,138,Tyresö
713820,138,Tyresö
713821,138,Tyresö
713822,138,Tyresö
713823,138,Tyresö
713824,138,Tyresö
713826,138,Tyresö
713827,138,Tyresö
713828,138,Tyresö
718256,138,Tyresö
713825,138,Tyresö
713901,139,Upplands-Bro
713902,139,Upplands-Bro
713903,139,Upplands-Bro
713904,139,Upplands-Bro
713905,139,Upplands-Bro
713906,139,Upplands-Bro
713907,139,Upplands-Bro
713908,139,Upplands-Bro
713909,139,Upplands-Bro
713910,139,Upplands-Bro
713911,139,Upplands-Bro
713912,139,Upplands-Bro
713914,139,Upplands-Bro
713915,139,Upplands-Bro
713916,139,Upplands-Bro
713917,139,Upplands-Bro
713918,139,Upplands-Bro
713919,139,Upplands-Bro
713920,139,Upplands-Bro
713921,139,Upplands-Bro
718149,140,Nykvarn
718150,140,Nykvarn
718151,140,Nykvarn
716001,160,Täby
716002,160,Täby
716003,160,Täby
716004,160,Täby
716006,160,Täby
716010,160,Täby
716013,160,Täby
716051,160,Täby
716053,160,Täby
716007,160,Täby
716012,160,Täby
716014,160,Täby
716015,160,Täby
716016,160,Täby
716017,160,Täby
716019,160,Täby
716020,160,Täby
716021,160,Täby
716022,160,Täby
716023,160,Täby
716024,160,Täby
716025,160,Täby
716026,160,Täby
716027,160,Täby
716028,160,Täby
716029,160,Täby
716030,160,Täby
716031,160,Täby
716032,160,Täby
716033,160,Täby
716034,160,Täby
716035,160,Täby
716036,160,Täby
716037,160,Täby
716038,160,Täby
716039,160,Täby
716040,160,Täby
716041,160,Täby
716042,160,Täby
716043,160,Täby
716044,160,Täby
716045,160,Täby
716046,160,Täby
716047,160,Täby
716048,160,Täby
716049,160,Täby
716050,160,Täby
716011,162,Danderyd
716052,162,Danderyd
716201,162,Danderyd
716202,162,Danderyd
716203,162,Danderyd
716204,162,Danderyd
716205,162,Danderyd
716206,162,Danderyd
716207,162,Danderyd
716208,162,Danderyd
716209,162,Danderyd
716210,162,Danderyd
716211,162,Danderyd
716212,162,Danderyd
716213,162,Danderyd
716214,162,Danderyd
716215,162,Danderyd
716216,162,Danderyd
716217,162,Danderyd
716218,162,Danderyd
716219,162,Danderyd
716220,162,Danderyd
716222,162,Danderyd
716018,162,Danderyd
716301,163,Sollentuna
716302,163,Sollentuna
716303,163,Sollentuna
716304,163,Sollentuna
716305,163,Sollentuna
716306,163,Sollentuna
716308,163,Sollentuna
716311,163,Sollentuna
716312,163,Sollentuna
716325,163,Sollentuna
716327,163,Sollentuna
716328,163,Sollentuna
716329,163,Sollentuna
716330,163,Sollentuna
716331,163,Sollentuna
716332,163,Sollentuna
716333,163,Sollentuna
716334,163,Sollentuna
716335,163,Sollentuna
711415,163,Sollentuna
711430,163,Sollentuna
716307,163,Sollentuna
716309,163,Sollentuna
716310,163,Sollentuna
716313,163,Sollentuna
716314,163,Sollentuna
716315,163,Sollentuna
716316,163,Sollentuna
716317,163,Sollentuna
716318,163,Sollentuna
716319,163,Sollentuna
716320,163,Sollentuna
716321,163,Sollentuna
716322,163,Sollentuna
716323,163,Sollentuna
716324,163,Sollentuna
716326,163,Sollentuna
710236,180,Stockholm
710272,180,Stockholm
710273,180,Stockholm
710274,180,Stockholm
710444,180,Stockholm
710446,180,Stockholm
710448,180,Stockholm
710332,180,Stockholm
710333,180,Stockholm
710334,180,Stockholm
710335,180,Stockholm
710336,180,Stockholm
710337,180,Stockholm
710341,180,Stockholm
710364,180,Stockholm
710367,180,Stockholm
710368,180,Stockholm
710356,180,Stockholm
710301,180,Stockholm
710302,180,Stockholm
710303,180,Stockholm
710304,180,Stockholm
710305,180,Stockholm
710306,180,Stockholm
710307,180,Stockholm
710308,180,Stockholm
710322,180,Stockholm
710324,180,Stockholm
710342,180,Stockholm
710343,180,Stockholm
710346,180,Stockholm
710357,180,Stockholm
710358,180,Stockholm
710401,180,Stockholm
710402,180,Stockholm
710403,180,Stockholm
710404,180,Stockholm
710406,180,Stockholm
710409,180,Stockholm
710411,180,Stockholm
710412,180,Stockholm
710413,180,Stockholm
710414,180,Stockholm
710415,180,Stockholm
710416,180,Stockholm
710418,180,Stockholm
710427,180,Stockholm
710428,180,Stockholm
710429,180,Stockholm
710435,180,Stockholm
710451,180,Stockholm
710459,180,Stockholm
710463,180,Stockholm
720103,180,Stockholm
720108,180,Stockholm
720109,180,Stockholm
720110,180,Stockholm
720111,180,Stockholm
720112,180,Stockholm
720113,180,Stockholm
720115,180,Stockholm
720116,180,Stockholm
720117,180,Stockholm
720118,180,Stockholm
720119,180,Stockholm
720120,180,Stockholm
720121,180,Stockholm
720122,180,Stockholm
720123,180,Stockholm
720124,180,Stockholm
720125,180,Stockholm
720126,180,Stockholm
720127,180,Stockholm
720128,180,Stockholm
720129,180,Stockholm
720130,180,Stockholm
720131,180,Stockholm
720132,180,Stockholm
720133,180,Stockholm
720134,180,Stockholm
720135,180,Stockholm
720136,180,Stockholm
720137,180,Stockholm
720138,180,Stockholm
720139,180,Stockholm
720140,180,Stockholm
720142,180,Stockholm
720143,180,Stockholm
720144,180,Stockholm
720145,180,Stockholm
720146,180,Stockholm
720147,180,Stockholm
720148,180,Stockholm
720149,180,Stockholm
720150,180,Stockholm
720152,180,Stockholm
720153,180,Stockholm
720158,180,Stockholm
720159,180,Stockholm
720160,180,Stockholm
720163,180,Stockholm
720164,180,Stockholm
720165,180,Stockholm
720174,180,Stockholm
720175,180,Stockholm
720176,180,Stockholm
720177,180,Stockholm
720178,180,Stockholm
720179,180,Stockholm
720180,180,Stockholm
720181,180,Stockholm
720182,180,Stockholm
720183,180,Stockholm
720184,180,Stockholm
720185,180,Stockholm
720186,180,Stockholm
720187,180,Stockholm
720188,180,Stockholm
720189,180,Stockholm
720190,180,Stockholm
720191,180,Stockholm
720192,180,Stockholm
720194,180,Stockholm
721110,180,Stockholm
721111,180,Stockholm
721113,180,Stockholm
721117,180,Stockholm
721118,180,Stockholm
721121,180,Stockholm
721122,180,Stockholm
721123,180,Stockholm
721124,180,Stockholm
721125,180,Stockholm
721126,180,Stockholm
721127,180,Stockholm
721128,180,Stockholm
721134,180,Stockholm
721135,180,Stockholm
721136,180,Stockholm
721137,180,Stockholm
721138,180,Stockholm
721139,180,Stockholm
721143,180,Stockholm
721145,180,Stockholm
721147,180,Stockholm
721149,180,Stockholm
721158,180,Stockholm
721160,180,Stockholm
721165,180,Stockholm
721166,180,Stockholm
721178,180,Stockholm
721179,180,Stockholm
721180,180,Stockholm
721181,180,Stockholm
721182,180,Stockholm
721183,180,Stockholm
721184,180,Stockholm
721185,180,Stockholm
721186,180,Stockholm
721187,180,Stockholm
721188,180,Stockholm
721189,180,Stockholm
721192,180,Stockholm
721194,180,Stockholm
722117,180,Stockholm
722121,180,Stockholm
722122,180,Stockholm
722123,180,Stockholm
722126,180,Stockholm
722135,180,Stockholm
722137,180,Stockholm
722138,180,Stockholm
722139,180,Stockholm
722147,180,Stockholm
722165,180,Stockholm
722178,180,Stockholm
722180,180,Stockholm
722183,180,Stockholm
722187,180,Stockholm
722188,180,Stockholm
722192,180,Stockholm
723121,180,Stockholm
723123,180,Stockholm
723126,180,Stockholm
723135,180,Stockholm
723136,180,Stockholm
723138,180,Stockholm
723139,180,Stockholm
723165,180,Stockholm
723180,180,Stockholm
723183,180,Stockholm
723188,180,Stockholm
724123,180,Stockholm
724138,180,Stockholm
724180,180,Stockholm
725180,180,Stockholm
710344,180,Stockholm
710345,180,Stockholm
720154,180,Stockholm
710201,180,Stockholm
710203,180,Stockholm
710204,180,Stockholm
710205,180,Stockholm
710209,180,Stockholm
710210,180,Stockholm
710211,180,Stockholm
710212,180,Stockholm
710213,180,Stockholm
710214,180,Stockholm
710215,180,Stockholm
710216,180,Stockholm
710217,180,Stockholm
710218,180,Stockholm
710219,180,Stockholm
710221,180,Stockholm
710222,180,Stockholm
710223,180,Stockholm
710224,180,Stockholm
710225,180,Stockholm
710226,180,Stockholm
710227,180,Stockholm
710228,180,Stockholm
710230,180,Stockholm
710232,180,Stockholm
710233,180,Stockholm
710234,180,Stockholm
710235,180,Stockholm
710239,180,Stockholm
710240,180,Stockholm
710241,180,Stockholm
710242,180,Stockholm
710243,180,Stockholm
710244,180,Stockholm
710245,180,Stockholm
710247,180,Stockholm
710248,180,Stockholm
710249,180,Stockholm
710250,180,Stockholm
710251,180,Stockholm
710252,180,Stockholm
710253,180,Stockholm
710254,180,Stockholm
710255,180,Stockholm
710256,180,Stockholm
710257,180,Stockholm
710258,180,Stockholm
710259,180,Stockholm
710260,180,Stockholm
710261,180,Stockholm
710262,180,Stockholm
710263,180,Stockholm
710264,180,Stockholm
710265,180,Stockholm
710266,180,Stockholm
710267,180,Stockholm
710269,180,Stockholm
710270,180,Stockholm
710271,180,Stockholm
710275,180,Stockholm
710276,180,Stockholm
710277,180,Stockholm
710278,180,Stockholm
710279,180,Stockholm
710281,180,Stockholm
710282,180,Stockholm
710283,180,Stockholm
710284,180,Stockholm
710287,180,Stockholm
710289,180,Stockholm
710290,180,Stockholm
718303,180,Stockholm
718304,180,Stockholm
718306,180,Stockholm
718314,180,Stockholm
718401,180,Stockholm
718403,180,Stockholm
718406,180,Stockholm
718421,180,Stockholm
718422,180,Stockholm
718446,180,Stockholm
720101,180,Stockholm
722136,180,Stockholm
710309,180,Stockholm
710310,180,Stockholm
710311,180,Stockholm
710312,180,Stockholm
710313,180,Stockholm
710314,180,Stockholm
710315,180,Stockholm
710316,180,Stockholm
710317,180,Stockholm
710318,180,Stockholm
710319,180,Stockholm
710320,180,Stockholm
710321,180,Stockholm
710323,180,Stockholm
710325,180,Stockholm
710326,180,Stockholm
710327,180,Stockholm
710328,180,Stockholm
710329,180,Stockholm
710330,180,Stockholm
710331,180,Stockholm
710348,180,Stockholm
710349,180,Stockholm
710350,180,Stockholm
710351,180,Stockholm
710352,180,Stockholm
710353,180,Stockholm
710354,180,Stockholm
710355,180,Stockholm
710359,180,Stockholm
710360,180,Stockholm
710361,180,Stockholm
710362,180,Stockholm
710363,180,Stockholm
710365,180,Stockholm
710366,180,Stockholm
710417,180,Stockholm
710419,180,Stockholm
710420,180,Stockholm
710421,180,Stockholm
710426,180,Stockholm
710207,180,Stockholm
710407,180,Stockholm
710408,180,Stockholm
710410,180,Stockholm
710422,180,Stockholm
710423,180,Stockholm
710424,180,Stockholm
710425,180,Stockholm
710430,180,Stockholm
710431,180,Stockholm
710432,180,Stockholm
710433,180,Stockholm
710434,180,Stockholm
710436,180,Stockholm
710437,180,Stockholm
710438,180,Stockholm
710439,180,Stockholm
710440,180,Stockholm
710441,180,Stockholm
710442,180,Stockholm
710443,180,Stockholm
710452,180,Stockholm
710453,180,Stockholm
710454,180,Stockholm
710456,180,Stockholm
710457,180,Stockholm
710458,180,Stockholm
710460,180,Stockholm
710461,180,Stockholm
710462,180,Stockholm
710464,180,Stockholm
718101,181,Södertälje
718102,181,Södertälje
718103,181,Södertälje
718104,181,Södertälje
